rank,PID,score,cell_score,n_cells,area_acres,parcel_type,n_buildings,severance_candidate,latitude,longitude,maps_link
669,60321791,66.10833333333332,52.166666666666664,6,63.03492400249697,developed,3,True,44.41639090237182,-64.72932981798758,"https://www.google.com/maps?q=44.416391,-64.72933"
687,60359353,65.89166666666667,51.833333333333336,6,88.91941125964827,lightly_built,2,True,44.24546902836047,-64.45936286870567,"https://www.google.com/maps?q=44.245469,-64.459363"
699,60734340,65.675,51.5,5,75.11366776305626,developed,3,True,44.46992105472281,-64.51358921452992,"https://www.google.com/maps?q=44.469921,-64.513589"
717,60326915,65.56666666666666,51.333333333333336,3,54.43499740554766,lightly_built,1,True,44.420601963106336,-64.61629734037714,"https://www.google.com/maps?q=44.420602,-64.616297"
725,60311107,65.51249999999999,51.25,4,50.82169458546657,lightly_built,1,True,44.32468560936945,-64.65872371736666,"https://www.google.com/maps?q=44.324686,-64.658724"
730,60323771,65.40416666666667,51.083333333333336,4,78.76081936393457,lightly_built,2,True,44.4175781488868,-64.69314674646533,"https://www.google.com/maps?q=44.417578,-64.693147"
753,60471778,65.24166666666667,50.833333333333336,3,50.05050961757824,lightly_built,2,True,44.35166493297374,-64.39161405372315,"https://www.google.com/maps?q=44.351665,-64.391614"
767,60335684,65.13333333333333,50.666666666666664,3,52.54675531124092,developed,3,True,44.3591197399818,-64.50158058042172,"https://www.google.com/maps?q=44.35912,-64.501581"
769,60342912,65.07916666666667,50.583333333333336,5,78.89434499830963,lightly_built,1,True,44.31109050893021,-64.47933813498123,"https://www.google.com/maps?q=44.311091,-64.479338"
786,60590551,64.8625,50.25,5,66.56997920621967,lightly_built,1,True,44.36165804776182,-64.74641342195234,"https://www.google.com/maps?q=44.361658,-64.746413"
979,60410784,63.01875,53.875,2,40.89882750478883,developed,3,True,44.49967397202578,-64.31095856330559,"https://www.google.com/maps?q=44.499674,-64.310959"
1106,60342474,61.9625,52.25,4,40.90508701817499,lightly_built,2,True,44.32413530064293,-64.4675545729058,"https://www.google.com/maps?q=44.324135,-64.467555"
1149,60223872,61.71875,51.875,2,42.8686109230328,developed,3,True,44.441408791840665,-64.48938174168345,"https://www.google.com/maps?q=44.441409,-64.489382"
1153,60326790,61.6375,51.75,3,41.01069267283191,lightly_built,1,True,44.41865295492593,-64.61512109592499,"https://www.google.com/maps?q=44.418653,-64.615121"
1298,60179413,60.825,50.5,5,46.87122359070395,lightly_built,2,True,44.402039008178235,-64.30346049873634,"https://www.google.com/maps?q=44.402039,-64.30346"
